红1,红2,红3,红4,红5,蓝1,蓝2
1,3,4,7,12,2,10
2,4,5,12,14,4,12
1,2,3,4,8,3,4
2,3,4,5,7,5,6
1,2,5,6,15,4,10
3,4,9,11,16,7,11
1,2,3,5,8,1,12
1,2,3,4,6,7,8
1,3,7,8,12,4,11
3,4,5,14,15,6,12
3,10,12,14,20,1,5
1,2,6,10,13,1,8
1,2,3,4,7,4,9
2,3,5,8,15,4,5
1,2,3,5,7,5,6
3,4,5,6,8,9,10
1,4,13,16,27,1,12
1,2,3,6,7,6,7
1,3,4,8,34,3,12
1,5,6,7,11,6,10
3,4,5,12,23,1,6
1,2,3,5,8,1,5
2,3,4,5,10,1,11
1,2,3,4,5,6,7
2,5,7,9,35,6,11
7,8,12,15,21,2,9
2,4,6,10,23,10,12
2,3,6,10,14,5,5
2,3,4,11,21,4,9
3,5,7,14,15,2,8
1,3,4,5,6,4,6
1,2,3,4,18,1,10
1,2,5,9,13,3,6
5,7,14,16,18,8,9
1,2,4,5,7,1,6
1,4,8,9,18,6,7
1,4,6,8,9,3,6
1,2,7,10,11,2,3
1,2,3,5,9,2,7
1,2,6,15,19,9,12
2,3,7,9,21,2,9
3,4,5,6,24,3,11
1,2,5,6,9,9,10
1,2,7,9,15,4,11
1,5,6,11,21,2,11
3,4,6,7,9,5,6
4,5,7,9,10,6,8
1,2,8,10,13,8,12
1,3,4,8,11,5,9
1,5,6,12,19,1,10
2,5,10,11,15,2,6
2,3,5,6,14,1,4
3,4,5,6,8,4,9
2,3,8,10,13,1,11
1,3,7,8,11,1,10
1,2,3,4,11,5,9
1,2,3,4,15,8,10
1,4,5,11,29,8,11
2,3,5,7,1,8,11
1,4,5,6,14,9,9
3,4,8,10,20,7,11
1,2,3,6,8,2,8
4,5,9,11,15,3,10
2,4,6,7,16,1,10
2,5,11,14,16,6,9
2,7,8,9,14,8,9
1,3,6,8,9,3,4
4,5,6,9,18,9,10
1,2,6,8,27,2,9
1,3,6,7,13,6,9
1,2,5,6,9,6,12
3,4,5,9,14,2,3
2,5,7,9,13,9,11
1,2,3,4,21,10,10
1,5,6,7,8,3,11
2,3,6,8,11,2,6
2,3,6,8,20,2,9
1,2,5,6,8,1,11
1,2,8,10,13,5,12
1,2,4,5,6,7,10
1,3,12,14,23,8,12
1,2,3,4,10,2,7
4,5,6,11,14,1,9
1,2,4,5,9,3,10
1,2,3,6,33,9,11
2,4,6,8,11,10,11
5,7,8,11,13,8,12
2,3,5,8,12,8,10
3,4,6,7,18,1,8
1,3,5,8,9,1,12
2,3,7,10,15,6,8
1,3,5,8,15,10,12
3,6,9,10,21,3,4
1,3,4,11,15,1,9
1,3,5,7,26,4,12
1,2,3,8,10,2,6
1,3,7,14,17,2,8
1,2,4,9,10,4,10
1,3,5,6,14,11,11
4,8,11,18,19,7,8
2,3,5,6,9,5,11
1,3,12,13,17,7,8
3,4,5,6,14,9,11
2,5,8,9,10,8,12
1,5,12,13,19,5,10
2,5,7,8,10,1,6
1,2,6,12,16,1,7
2,3,5,7,8,2,7
3,8,11,13,29,5,12
1,4,8,10,15,5,8
1,2,3,6,16,8,8
1,2,3,4,6,3,4
1,2,5,7,16,8,9
1,3,4,5,8,3,7
1,2,9,11,15,5,8
1,2,3,5,6,1,3
3,4,5,8,10,6,11
3,5,7,9,12,2,12
1,4,11,12,23,6,12
3,6,10,11,12,2,3
1,6,8,9,14,3,12
2,3,4,6,9,4,5
1,2,3,17,19,1,11
3,4,6,11,15,3,12
1,4,10,14,19,9,11
1,3,5,10,13,1,11
2,4,5,8,12,5,5
2,4,7,12,14,6,12
1,3,4,5,9,9,12
2,3,6,14,18,1,12
3,4,6,7,11,6,12
2,3,4,5,9,6,9
3,4,5,13,21,5,6
3,4,5,8,11,5,7
1,2,4,9,19,3,11
2,4,5,8,17,2,9
1,2,8,10,22,2,12
1,3,8,11,12,3,11
1,3,9,16,19,2,2
2,4,5,7,13,3,9
3,6,7,9,11,3,6
2,4,5,6,9,8,12
1,4,5,6,7,1,10
1,3,4,8,9,6,7
3,4,5,6,7,2,6
2,3,10,16,17,4,12
2,5,7,12,13,3,8
1,2,4,5,7,9,10
1,2,3,5,9,3,8
1,2,7,8,16,3,5
1,2,3,5,7,6,10
1,6,10,17,10,3,11
1,5,7,8,20,4,12
1,3,4,5,9,4,8
2,4,7,10,11,4,11
2,4,8,11,22,4,10
2,4,5,6,9,5,7
2,3,5,7,11,4,5
2,3,5,7,10,5,12
2,3,4,6,10,4,4
1,4,5,7,19,3,9
2,3,4,9,12,2,12
1,3,6,7,15,2,12
1,2,4,9,12,6,10
2,3,5,6,13,5,6
2,4,7,8,16,9,11
2,3,6,7,12,1,4
5,6,7,11,12,3,12
1,2,3,5,6,1,12
3,5,7,12,17,2,12
4,7,8,15,16,1,12
1,2,4,6,11,2,2
2,6,8,10,16,9,11
1,3,7,8,15,3,8
1,3,7,10,22,5,12
1,8,9,10,12,1,5
1,2,3,14,26,2,9
1,2,3,4,5,3,9
1,5,7,8,9,2,10
1,3,6,19,23,3,8
1,4,5,12,13,9,10
1,4,10,15,16,8,10
1,5,7,13,14,3,12
2,3,4,7,16,3,11
1,2,6,9,10,2,9
2,3,7,11,16,6,8
1,2,5,8,11,9,11
1,5,6,7,20,6,12
1,3,6,7,22,5,10
1,2,3,6,11,4,12
2,4,6,9,14,1,8
1,2,7,8,11,3,10
4,8,9,14,16,2,9
1,4,5,7,11,1,9
2,3,6,7,18,10,12
1,3,6,11,13,3,3
2,3,5,6,7,8,10
2,4,7,9,12,1,7
1,2,6,7,13,1,10
2,3,5,11,14,7,7
1,3,7,8,16,9,11
1,2,7,8,12,4,6
2,3,5,7,15,4,6
5,8,10,11,14,4,5
2,6,8,11,18,3,10
1,2,3,9,18,3,12
2,3,10,14,15,3,12
2,4,6,8,9,6,7
1,2,4,10,22,5,10
2,3,5,7,9,1,9
2,4,5,6,11,3,5
1,3,4,9,15,4,11
1,3,5,11,16,2,5
2,4,6,10,20,4,9
2,3,5,9,13,3,9
1,2,4,12,13,3,5
1,3,4,14,21,7,8
1,2,6,7,11,4,8
2,4,5,9,22,5,5
1,2,5,7,13,2,10
1,7,8,10,18,3,12
1,3,4,7,25,4,12
1,5,6,15,16,3,8
3,4,8,10,15,4,11
1,2,3,6,18,1,11
2,3,5,7,8,3,9
3,4,6,10,12,4,11
1,6,10,11,12,3,7
1,2,4,5,10,1,11
1,2,3,4,9,5,12
1,2,8,10,13,5,10
1,5,7,9,13,3,7
1,2,5,7,10,3,12
1,2,3,4,10,7,8
1,3,9,14,19,1,10
3,4,5,6,13,11,11
1,3,4,8,10,3,10
2,6,13,26,27,3,7
1,2,3,7,14,4,9
1,4,9,13,23,1,10
1,2,3,9,10,5,6
2,3,8,12,13,1,6
2,4,5,19,21,5,10
1,3,6,11,24,6,8
1,2,3,4,7,1,12
1,2,4,6,8,1,11
3,4,5,6,8,5,11
2,3,4,10,21,1,4
1,2,5,8,12,3,9
1,5,7,11,14,4,7
1,2,3,7,21,1,10
3,6,7,8,12,8,10
1,2,7,10,23,4,12
1,2,3,4,5,3,12
1,2,8,16,18,2,7
2,3,6,9,14,5,9
1,2,3,10,15,4,11
1,5,6,9,14,1,6
1,6,7,13,21,9,11
3,5,10,14,17,3,10
3,5,6,8,11,5,12
1,4,5,8,9,2,6
1,3,5,8,11,10,12
1,3,4,6,7,7,7
1,4,5,7,10,10,12
1,2,4,8,11,8,10
1,2,6,7,8,2,6
1,2,4,6,7,1,6
1,2,4,5,10,1,5
3,5,11,12,15,6,12
1,5,7,11,25,9,12
4,5,6,10,13,3,7
1,3,4,11,12,6,11
1,2,4,6,18,6,8
1,4,7,8,11,1,10
1,7,8,13,20,1,5
3,11,13,17,20,2,10
1,2,6,11,19,8,12
1,2,3,7,17,1,12
1,2,3,7,9,4,11
2,6,8,22,23,1,10
1,4,5,9,10,4,12
3,4,6,7,15,10,12
2,4,5,12,17,1,11
1,2,3,5,6,2,7
2,6,8,11,12,5,8
3,4,7,18,21,10,11
1,5,9,10,24,3,9
2,3,15,19,22,5,9
1,3,6,9,11,5,12
1,2,4,5,7,4,5
1,2,3,4,6,3,10
2,3,6,9,12,4,8
1,6,7,12,22,4,5
1,4,5,8,13,6,10
2,3,4,6,16,4,11
1,3,7,9,10,1,2
2,3,5,6,23,10,10
1,2,3,5,7,4,11
1,3,5,6,20,1,6
3,9,13,18,23,1,4
1,2,7,15,19,7,11
3,5,6,10,20,3,11
1,3,6,12,15,1,12
6,7,10,16,24,2,11
1,3,4,9,22,4,7
1,3,5,6,16,5,8
2,3,5,14,17,6,10
1,2,3,4,7,9,10
1,2,6,9,10,1,12
3,6,13,17,21,1,6
2,3,4,7,10,6,7
1,2,3,7,11,4,6
1,3,4,7,9,1,10
1,3,4,11,14,4,6
3,4,5,6,13,2,11
2,7,12,16,17,7,8
2,4,5,8,27,1,4
2,7,12,19,20,6,10
1,3,6,9,28,3,6
2,4,5,7,12,1,9
1,2,3,5,20,1,10
3,7,9,12,26,1,11
2,3,4,9,22,7,7
1,2,5,6,8,5,7
1,2,3,7,11,7,8
1,4,8,10,6,6,7
3,5,6,8,10,3,7
1,2,4,8,15,3,8
1,3,9,12,22,5,12
3,4,11,13,14,8,10
2,3,4,6,17,4,12
3,4,6,7,33,7,7
1,3,5,6,7,4,11
2,6,7,9,12,8,8
1,6,8,10,18,1,5
1,3,4,5,10,9,11
2,8,9,13,16,5,8
1,3,4,5,7,4,9
4,6,10,12,13,7,8
2,3,7,8,14,1,6
1,4,5,6,8,4,5
1,2,3,6,11,2,11
1,2,3,7,20,1,7
1,6,11,15,16,4,7
4,5,8,12,15,1,12
2,3,5,6,12,5,11
1,2,3,4,13,7,10
2,5,7,8,21,1,7
1,3,8,9,27,1,6
2,3,4,7,10,4,5
1,7,8,14,3,9,11
4,5,7,15,18,5,11
1,3,5,6,9,4,5
1,7,8,10,11,5,10
3,4,5,8,19,2,7
2,3,6,8,10,5,6
1,4,5,6,7,10,10
4,5,7,10,16,4,4
1,2,3,5,10,5,7
1,3,4,10,17,4,6
1,2,6,9,15,1,8
2,3,4,14,26,3,6
5,9,13,17,19,1,9
1,3,5,7,10,3,10
1,7,11,15,19,6,7
1,4,5,8,11,4,6
3,5,6,12,14,7,12
1,2,6,9,10,6,9
1,3,11,12,13,8,10
5,9,10,13,18,5,11
1,4,5,6,12,2,9
3,4,5,7,10,4,11
1,3,5,7,8,2,7
1,2,3,7,9,4,7
1,3,4,6,11,3,11
1,3,10,13,26,2,4
2,4,5,6,8,9,11
1,2,5,8,21,1,12
1,4,5,14,16,1,5
1,3,7,12,16,2,10
1,3,7,18,20,2,6
2,7,8,11,17,4,9
5,6,7,12,16,1,3
2,4,7,11,17,4,12
1,4,6,15,27,5,7
2,3,6,19,26,5,10
1,3,5,13,16,7,10
2,3,10,11,13,3,5
2,3,6,12,19,5,7
1,2,3,4,20,7,11
1,6,10,11,16,1,4
1,2,5,6,8,5,11
1,3,5,7,14,2,12
1,3,6,11,15,2,11
2,3,4,5,10,3,12
2,3,5,7,15,7,7
1,2,5,7,8,2,11
1,5,6,10,14,4,10
3,4,6,8,10,4,12
1,3,6,12,15,3,8
1,3,4,10,18,1,11
1,2,3,5,6,4,7
1,2,6,11,14,1,9
1,2,7,9,16,2,8
1,2,3,6,11,6,6
3,5,7,8,15,1,8
1,3,4,5,7,3,12
1,11,12,13,16,1,3
2,3,5,7,21,3,10
1,4,6,11,15,1,12
1,3,4,8,10,4,11
1,7,10,14,16,3,12
2,6,7,8,13,2,9
1,4,7,8,12,1,9
1,3,4,6,7,4,7
2,3,5,12,17,3,11
1,3,4,7,11,4,9
2,4,5,12,14,3,5
1,2,3,12,25,3,8
2,3,6,10,11,4,12
1,4,6,13,19,5,11
2,3,4,6,34,2,10
4,5,8,9,15,3,11
3,4,6,7,9,8,8
1,2,7,8,9,6,9
1,3,5,8,9,2,11
2,3,4,5,14,2,11
1,2,3,8,9,5,11
1,2,5,7,10,4,5
1,3,5,6,8,3,8
1,3,4,5,30,3,8
1,2,6,10,12,10,12
1,2,3,5,16,3,10
1,4,9,10,12,9,11
1,3,5,7,15,2,12
1,2,5,15,18,3,10
1,7,8,16,25,4,8
1,4,19,21,22,2,12
1,3,13,16,17,6,12
1,3,5,6,9,4,8
1,2,4,11,16,1,12
3,5,7,9,18,1,5
1,2,3,9,16,1,7
2,4,5,12,14,1,12
1,2,3,5,7,2,9
1,3,5,8,13,1,9
1,5,6,11,13,4,8
1,4,5,12,34,8,10
4,5,6,7,8,2,2
2,3,4,6,19,1,11
4,5,6,7,12,2,12
1,2,3,5,19,3,12
3,5,10,11,16,2,10
1,3,5,9,10,2,10
1,2,3,8,16,6,11
1,5,13,15,20,7,8
1,2,3,13,14,1,12
2,4,5,6,8,1,12
1,2,4,7,9,4,11
1,3,4,7,12,3,10
1,3,5,9,17,7,11
1,3,5,8,12,3,9
1,2,3,7,15,2,7
1,4,9,10,15,7,12
1,2,6,8,20,5,12
1,3,4,13,30,3,9
3,5,6,7,16,1,6
1,2,5,10,13,4,10
1,2,4,9,20,8,10
1,8,10,11,14,6,7
1,3,4,5,12,2,7
2,6,7,8,10,4,11
1,4,5,7,13,3,10
1,3,7,9,11,9,10
1,5,6,7,8,2,4
2,3,5,9,15,1,6
1,2,3,6,11,4,8
2,4,6,7,9,6,8
1,2,4,5,14,8,12
1,8,9,18,19,3,10
1,3,6,9,15,6,12
2,5,9,10,13,2,10
1,2,3,11,17,2,3
1,2,3,6,12,3,12
1,4,5,7,9,7,12
5,6,11,14,20,2,11
1,2,10,16,18,2,8
1,3,4,6,7,7,12
3,4,5,6,9,1,3
1,2,3,6,14,1,10
2,5,6,7,11,7,8
3,5,9,12,18,6,7
1,2,3,7,15,5,5
2,4,6,10,19,6,7
4,5,7,17,19,6,10
1,2,3,8,11,2,10
1,3,4,5,15,1,11
1,2,4,5,20,2,10
1,3,4,7,8,5,8
1,3,4,5,7,1,10
2,4,9,11,12,5,12
1,3,5,8,12,2,11
1,2,5,9,19,3,7
3,4,6,9,20,7,7
1,4,5,8,12,1,10
1,2,5,6,20,2,8
1,2,4,8,17,1,12
3,6,7,8,12,5,10
2,3,6,9,11,8,9
1,2,4,13,16,5,6
3,4,5,13,17,2,11
1,5,8,11,14,2,6
1,3,4,9,10,6,11
1,2,5,8,16,1,10
3,5,8,11,20,1,7
1,2,5,7,9,1,9
4,5,7,10,13,8,10
1,4,8,9,12,1,6
3,4,13,21,22,2,6
1,4,9,10,13,4,12
6,7,8,10,21,6,9
1,2,7,9,10,5,9
1,5,6,11,16,2,11
5,8,9,12,15,7,12
1,2,3,6,15,7,12
1,3,6,7,11,4,9
1,4,5,9,10,1,3
2,4,5,6,10,5,10
2,5,6,16,19,5,5
1,5,8,9,24,3,8
3,4,7,8,14,3,8
1,3,4,11,13,4,10
2,3,5,13,19,3,6
1,2,8,9,19,8,10
1,5,7,9,10,1,9
1,3,5,7,21,9,11
2,3,6,7,16,5,8
1,3,7,14,17,1,12
1,2,4,5,17,3,11
2,3,4,5,12,3,11
1,2,5,9,21,5,7
2,3,4,5,6,5,10
1,2,3,9,11,3,9
1,4,7,8,11,4,6
2,4,9,13,16,4,12
1,2,3,5,21,4,4
2,3,4,9,21,5,5
5,10,11,15,23,8,11
1,2,3,9,11,7,10
4,5,7,8,11,7,8
3,4,5,9,13,4,8
1,2,7,9,12,6,10
3,4,5,7,9,6,10
3,5,6,10,12,2,10
2,5,7,11,21,7,11
1,4,5,7,12,1,11
1,2,4,9,12,3,4
1,2,3,9,10,8,10
1,2,3,7,10,3,6
1,5,6,14,23,4,10
1,2,3,4,5,4,5
1,2,3,6,13,3,7
5,6,11,15,19,1,6
1,3,5,12,13,8,10
1,2,4,5,23,2,9
4,5,6,8,9,1,10
1,3,4,15,20,2,4
2,5,8,11,12,1,9
4,6,12,13,17,7,11
1,3,4,6,15,5,6
2,3,4,8,18,7,12
1,3,5,7,11,1,10
1,4,9,14,24,2,9
1,3,4,5,7,5,11
4,5,8,9,10,2,8
2,3,6,9,10,3,12
2,4,8,9,11,4,12
1,3,6,7,11,6,11
1,2,4,7,25,6,11
1,3,6,8,16,4,5
1,2,3,5,6,6,8
1,3,4,6,14,2,10
3,5,9,15,16,3,11
2,5,8,14,15,4,5
1,3,5,6,16,7,12
1,2,3,5,9,1,12
2,3,4,6,9,3,12
4,5,6,9,12,1,8
3,4,5,6,30,2,6
3,5,7,8,11,8,11
2,3,5,6,13,4,12
1,2,4,10,12,2,12
2,5,7,8,17,6,10
1,2,7,8,11,8,11
1,2,3,5,15,2,10
2,4,7,8,14,1,4
1,2,3,7,19,4,6
4,5,6,7,9,1,11
1,2,3,4,12,5,6
1,3,5,7,9,5,8
2,3,6,13,14,8,9
1,2,4,5,6,5,8
1,5,7,15,17,4,12
1,2,5,12,13,3,10
2,4,5,12,32,1,8
2,3,5,6,7,4,9
3,4,7,15,18,5,7
1,3,7,15,24,1,10
2,3,5,6,7,3,9
1,2,3,5,6,6,7
3,5,8,9,29,1,5
1,2,3,8,9,1,6
3,6,9,10,13,3,10
1,2,4,24,32,2,10
1,2,5,11,12,3,12
1,2,3,17,23,7,12
1,3,4,6,14,5,9
2,5,10,17,23,2,6
3,6,7,15,18,4,5
2,3,7,11,15,1,11
2,4,9,14,17,5,6
2,3,4,5,6,1,11
3,4,5,7,19,8,12
1,3,7,11,18,3,10
2,3,4,5,12,3,8
2,3,7,13,20,1,10
2,3,4,7,14,3,11
1,3,4,7,22,1,6
1,3,5,7,14,6,10
1,3,4,11,13,1,12
1,2,4,6,7,3,4
2,3,8,11,13,1,12
2,4,7,11,13,2,11
3,4,5,7,10,5,6
2,3,5,8,15,7,8
2,3,4,5,9,3,11
1,6,8,12,15,2,10
1,4,6,8,10,1,11
2,4,5,6,35,3,9
2,5,6,13,23,2,10
2,3,7,10,11,8,10
1,5,6,9,11,1,11
2,6,8,10,17,4,8
2,4,5,7,10,3,3
3,7,11,15,17,5,12
1,3,7,9,12,1,11
1,3,8,10,23,8,11
2,4,11,15,21,7,9
2,3,5,14,23,6,10
3,7,8,9,16,2,6
3,4,5,9,15,6,11
2,3,5,6,15,1,6
1,4,7,8,13,5,10
1,2,4,5,14,5,12
1,3,4,5,6,1,10
1,3,4,6,7,5,7
1,5,7,8,21,3,10
3,4,5,8,30,3,12
3,4,6,8,12,5,8
1,4,6,7,20,1,12
2,3,4,13,16,7,11
1,2,4,8,9,7,10
1,3,5,7,10,3,4
1,2,6,7,10,9,11
1,3,6,10,14,1,11
1,2,10,14,15,2,11
1,3,5,8,11,5,9
1,2,4,5,6,1,12
1,3,9,11,13,2,8
3,5,6,9,11,1,8
1,3,5,6,9,8,9
1,5,6,7,8,7,9
1,4,6,7,18,1,12
3,4,7,8,13,4,5
1,2,3,8,14,4,12
1,3,4,6,8,7,8
3,5,7,12,15,2,10
1,2,6,7,10,6,12
3,6,7,8,13,6,11
2,3,7,12,14,1,11
2,5,6,9,12,2,11
1,3,5,7,9,2,9
1,2,3,4,5,3,6
3,4,10,24,30,1,6
1,3,5,7,12,4,12
1,2,3,5,9,2,11
1,5,6,11,15,2,8
1,2,3,13,15,1,6
1,9,10,11,15,3,7
2,9,10,13,15,2,3
1,2,3,12,13,1,8
2,3,4,6,12,1,7
1,3,14,15,17,2,12
1,3,5,8,13,9,9
2,4,7,11,12,8,10
3,5,6,8,20,3,12
1,6,8,14,15,1,2
1,2,3,5,19,1,8
2,5,10,21,22,11,12
1,4,5,7,10,6,11
2,4,5,9,12,3,11
1,3,4,12,13,5,12
3,5,6,9,11,9,11
1,2,3,7,23,10,12
1,3,4,7,14,1,12
1,3,5,6,8,9,11
2,3,4,5,8,4,10
1,2,4,6,7,7,11
1,4,5,7,8,4,8
1,2,3,10,18,7,8
2,3,5,7,8,9,10
2,3,7,18,30,3,8
1,3,7,9,13,10,10
1,2,3,4,6,2,10
4,5,6,11,21,3,10
3,7,11,16,25,5,9
1,4,7,10,13,2,5
1,3,7,11,22,8,11
1,2,3,6,12,4,6
2,4,5,6,13,1,3
1,5,6,7,16,5,6
2,3,5,15,16,7,12
2,3,7,8,11,8,12
1,3,7,9,20,2,12
3,4,6,7,8,1,8
3,4,6,7,9,3,10
3,7,10,12,15,2,11
2,3,4,7,10,2,10
1,2,3,6,10,7,7
2,4,5,7,14,5,8
2,3,4,6,7,5,12
2,4,5,8,21,8,12
3,4,8,9,12,1,7
1,3,6,13,15,6,8
1,3,4,6,21,4,11
1,4,5,7,13,3,7
1,3,4,9,10,8,9
1,2,3,4,16,2,8
1,4,9,14,16,4,5
1,2,3,6,7,7,9
1,3,4,14,18,3,11
2,5,6,12,16,1,7
3,4,6,8,18,5,7
2,3,7,8,10,6,11
1,2,4,7,15,7,12
1,2,4,9,11,1,12
1,2,7,9,11,2,11
1,2,3,4,10,4,8
1,3,4,7,18,4,12
1,2,3,4,13,2,11
1,2,3,4,6,8,9
1,5,8,12,15,2,11
1,4,5,7,17,6,10
2,3,4,6,7,3,7
1,5,7,9,23,4,5
2,3,7,16,18,4,11
1,5,8,9,14,9,9
2,3,8,13,24,1,12
1,5,7,10,11,3,12
1,3,4,7,10,4,5
4,6,7,8,9,5,12
2,3,5,6,27,4,7
1,2,6,11,16,5,11
1,3,6,7,12,4,7
1,4,10,12,17,6,12
2,5,6,12,13,9,10
2,4,5,6,7,1,11
4,5,6,9,10,4,11
5,8,9,10,17,6,6
1,4,5,8,21,4,12
1,2,3,6,7,3,6
1,2,3,5,12,4,6
2,3,5,6,8,6,11
2,3,4,7,15,7,8
2,5,6,10,14,7,9
2,3,4,7,13,2,11
1,2,4,10,24,1,12
1,2,3,10,12,6,9
2,5,8,9,19,5,9
2,3,6,7,9,5,6
1,3,4,18,20,6,6
2,3,5,6,11,4,11
1,3,4,6,30,4,5
1,4,8,16,18,5,11
1,3,5,6,10,2,9
1,5,6,8,11,1,10
1,8,10,11,14,5,10
1,3,7,13,17,6,12
1,2,3,4,11,3,8
2,3,7,10,13,1,12
1,2,4,5,6,7,11
2,4,5,6,19,2,4
1,3,7,8,15,7,8
1,3,4,7,18,3,8
1,2,5,7,16,4,8
2,4,7,8,10,6,9
1,2,3,6,10,1,6
1,3,12,16,17,1,10
2,5,13,14,20,5,11
2,5,7,8,11,4,7
1,2,7,14,15,5,11
1,3,11,13,17,4,10
1,3,5,7,8,1,11
3,4,12,13,15,6,12
1,3,6,8,19,6,7
1,3,4,10,11,7,10
1,3,4,5,11,1,12
1,2,5,6,8,5,12
1,2,4,5,6,9,11
1,2,7,10,28,4,10
1,3,8,10,11,7,10
1,4,6,8,16,5,10
4,5,10,15,17,2,9
1,2,3,7,11,3,4
4,6,8,11,14,8,10
1,2,3,5,10,4,10
2,3,4,9,10,5,12
1,3,4,11,14,6,9
1,3,6,8,16,3,7
1,2,4,8,18,5,10
1,2,3,4,11,2,2
3,4,9,11,19,5,9
1,2,4,8,23,3,9
1,4,5,10,28,6,9
1,3,4,6,12,3,5
1,2,4,12,26,2,7
1,5,6,10,19,1,10
2,4,7,8,9,7,12
1,3,5,6,7,7,11
1,2,3,6,11,10,11
1,2,4,5,21,2,10
1,2,4,5,10,1,8
1,3,4,6,8,6,8
4,6,7,8,16,4,10
6,7,9,12,3,9,10
1,2,6,14,22,2,6
4,6,7,8,10,5,9
2,4,5,7,13,7,10
1,2,3,5,8,1,11
1,3,7,10,11,3,5
1,2,3,6,9,2,11
3,4,9,12,20,5,6
1,3,7,8,9,4,5
1,2,3,5,14,3,10
1,2,3,14,19,1,3
1,3,6,15,24,1,9
4,5,6,7,15,6,8
1,3,4,5,21,1,10
3,4,5,16,1,3,6
2,3,8,17,32,1,7
3,6,8,12,4,4,8
1,2,11,14,15,4,9
2,3,5,14,15,1,10
1,2,5,7,11,3,4
5,7,8,15,16,4,10
2,4,5,8,11,8,12
4,7,13,14,15,1,12
3,5,6,9,23,4,11
1,4,5,8,11,7,9
2,5,6,7,17,1,11
7,9,13,15,22,5,5
1,3,5,8,9,1,11
2,3,5,7,10,2,6
1,2,8,9,11,3,10
1,3,5,9,25,3,11
2,6,8,10,15,9,11
2,3,4,5,6,1,9
1,2,3,11,29,1,4
2,3,6,11,24,2,11
1,4,5,14,32,10,11
1,5,6,7,8,1,10
1,5,6,8,9,6,10
1,3,8,9,14,5,5
1,3,7,9,12,7,9
1,3,5,8,12,3,8
2,3,6,11,13,6,12
1,3,4,7,11,3,4
1,2,3,6,8,3,5
1,2,6,7,8,7,8
1,2,3,4,9,7,11
2,3,8,11,19,1,8
1,2,3,4,6,1,10
3,4,8,13,14,1,9
2,3,9,16,19,2,12
1,2,3,8,12,2,10
2,6,8,10,11,2,10
2,3,8,14,16,3,4
2,4,5,6,24,2,8
2,4,6,10,12,1,9
1,7,11,16,26,2,11
1,4,5,6,7,1,4
1,2,4,9,10,5,9
1,3,6,9,14,2,9
4,6,7,13,15,5,10
1,3,4,13,14,5,10
1,2,7,10,15,3,9
2,7,9,11,17,1,9
1,6,7,9,11,4,12
2,3,4,6,7,6,9
1,3,9,13,15,7,7
1,2,5,16,21,1,7
2,4,5,8,10,4,5
1,2,3,4,6,3,11
2,5,6,7,15,1,10
1,3,4,5,18,5,9
1,2,3,13,21,2,5
3,7,11,15,20,5,10
1,2,4,6,7,4,12
2,3,5,10,17,11,12
3,6,10,14,16,4,11
1,2,5,7,33,6,11
1,11,12,14,15,7,10
1,3,4,7,14,7,9
1,2,3,6,19,1,8
1,3,5,6,16,1,4
1,2,3,4,6,4,5
1,2,4,5,14,5,11
1,2,4,5,20,5,11
1,2,4,8,9,1,12
1,3,5,6,11,4,11
1,2,3,4,14,5,9
1,4,8,9,12,5,12
1,2,3,7,12,2,5
2,3,9,14,20,2,7
4,6,7,9,13,11,11
3,6,8,9,18,2,6
1,2,3,10,21,6,7
1,4,8,12,23,2,11
1,2,4,5,7,5,7
1,3,4,16,33,4,11
1,2,5,7,9,2,11
1,2,4,5,10,5,7
3,5,7,14,2,1,10
4,5,7,8,12,4,7
2,4,10,12,15,1,12
2,3,6,7,9,2,5
3,4,5,9,17,6,6
4,5,6,9,10,4,12
2,9,13,15,17,1,10
1,2,3,5,24,1,8
1,2,6,7,8,1,9
1,2,5,8,15,4,5
1,2,3,6,9,4,7
1,2,6,7,11,5,7
1,4,6,10,11,2,6
2,6,9,13,20,2,12
1,3,8,9,16,1,8
2,4,8,9,19,1,8
1,2,4,5,7,6,8
1,4,5,7,10,5,5
2,4,6,14,22,8,11
2,3,4,9,13,1,9
1,5,7,13,22,3,11
1,4,5,6,9,4,9
3,4,8,10,14,2,8
2,3,4,14,17,1,9
1,2,4,11,15,7,12
2,3,5,8,14,2,12
1,2,3,8,14,4,7
2,5,8,9,14,7,12
4,5,6,12,13,3,5
5,6,7,8,11,2,10
1,2,3,4,34,7,11
1,3,5,7,15,1,10
2,5,7,11,15,6,9
4,5,6,9,14,3,7
4,5,6,8,17,1,6
3,5,6,8,14,4,11
2,3,5,10,11,4,6
2,3,6,9,17,7,11
2,4,5,16,17,1,10
3,18,19,22,26,4,12
5,7,10,16,18,2,11
1,3,4,5,8,6,11
2,3,4,8,12,3,12
1,3,4,8,10,9,10
1,7,8,10,18,2,4
1,10,14,15,20,2,3
2,5,6,12,33,9,9
4,7,8,9,15,3,2
1,2,3,5,9,1,11
1,2,3,6,7,2,9
3,6,8,9,13,7,10
2,3,6,8,9,7,11
1,2,5,8,13,5,6
4,6,8,9,22,5,10
5,7,12,13,20,7,9
1,2,6,10,21,7,10
1,2,3,5,17,5,12
1,2,3,5,8,6,8
1,2,3,8,9,1,11
1,3,7,8,13,2,10
1,2,5,8,16,1,8
1,2,3,6,8,4,8
2,3,5,6,9,5,10
2,3,6,9,14,2,7
1,2,4,5,12,5,10
